,id_player,player_name,nationality,field_position,position,weight(kg),height(cm),age,id_team,player_image
862,250082738,Marco Sportiello,Italy,Goalkeeper,GOALKEEPER,,,32,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250082738.jpg
863,250082625,Marian Shved,Ukraine,Midfielder,WINGER,,,27,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250082625.jpg
864,250081634,Martin Erlić,Croatia,Defender,UNKNOWN,,,26,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081634.jpg
865,250079522,Marcus Edwards,England,Forward,WINGER,,,25,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079522.jpg
866,250074072,Dario Marzino,Switzerland,Goalkeeper,GOALKEEPER,,184.0,28,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250074072.jpg
867,250070418,Fabian Bredlow,Germany,Goalkeeper,UNKNOWN,,191.0,29,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250070418.jpg
868,250069830,Justin Bijlow,Netherlands,Goalkeeper,GOALKEEPER,,,26,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250069830.jpg
869,250067821,Marc-Aurèle Caillard,France,Goalkeeper,UNKNOWN,,191.0,30,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250067821.jpg
870,250066521,Nordin Jackers,Belgium,Goalkeeper,GOALKEEPER,72.0,185.0,27,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066521.jpg
871,250065307,Jesús Vallejo,Spain,Defender,CENTRE_BACK,74.0,183.0,27,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250065307.jpg
872,250064310,Jurij Medveděv,Czechia,Defender,FULL_BACK,,,28,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064310.jpg
873,250061507,Neto,Brazil,Goalkeeper,GOALKEEPER,83.0,191.0,35,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250061507.jpg
874,250058260,Lukas Klostermann,Germany,Defender,FULL_BACK,,,28,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058260.jpg
875,250058121,Vojtěch Vorel,Czechia,Goalkeeper,UNKNOWN,,190.0,28,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058121.jpg
876,250056861,Oleksandr Zinchenko,Ukraine,Defender,FULL_BACK,61.0,175.0,27,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250056861.jpg
877,250056735,Ivan Filipović,Croatia,Goalkeeper,UNKNOWN,,,29,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250056735.jpg
878,250042779,Clément Lenglet,France,Defender,UNKNOWN,81.0,186.0,29,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042779.jpg
879,250042778,Thomas Lemar,France,Midfielder,UNKNOWN,58.0,170.0,28,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042778.jpg
880,250041563,Milan Škriniar,Slovakia,Defender,CENTRE_BACK,80.0,187.0,29,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250041563.jpg
881,250040599,Niklas Lomb,Germany,Goalkeeper,GOALKEEPER,84.0,188.0,31,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040599.jpg
882,250022366,David Pavelka,Czechia,Midfielder,DEFENSIVE_MIDFIELDER,74.0,185.0,33,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250022366.jpg
883,250017814,Raffaele Di Gennaro,Italy,Goalkeeper,GOALKEEPER,,,31,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250017814.jpg
884,250015753,Francesco Rossi,Italy,Goalkeeper,GOALKEEPER,,,33,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250015753.jpg
885,250011071,Scott Bain,Scotland,Goalkeeper,GOALKEEPER,,,32,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250011071.jpg
886,250000104,Carlo Pinsoglio,Italy,Goalkeeper,UNKNOWN,,,34,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250000104.jpg
887,108501,Wojciech Szczęsny,Poland,Goalkeeper,GOALKEEPER,84.0,196.0,34,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/108501.jpg
888,103827,César Azpilicueta,Spain,Defender,FULL_BACK,75.0,178.0,35,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/103827.jpg
889,101585,Vito Mannone,Italy,Goalkeeper,UNKNOWN,84.0,192.0,36,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/101585.jpg
